Amount,Status,FamilyStatus,Duration,Interest,Installment
27000,Working,Married,6,0.1442,550.13
27000,Working,Married,24,0.1095,40.9
27000,Working,Married,24,0.1347,135.7
27000,Working,Married,9,932,255.58
27000,Working,Married,18,6,194.7
27000,Working,Married,12,0.1253,368.13
27000,Working,Married,24,0.1284,487.46
27000,Working,Married,9,963,481.42
27000,Working,Married,24,932,306.69
13950,Working,Married,18,0.1287,260.66
9000,Commercial associate,Married,20,0.1505,55.51
9000,Commercial associate,Married,12,0.1126,394.36
18000,Working,Married,12,0.1095,37.63
11250,Pensioner,Married,36,0.1189,165.82
11250,Pensioner,Married,6,0.1158,495.21
15750,Working,Married,12,0.1347,254.42
15750,Working,Married,42,0.1316,337.71
15750,Working,Married,15,0.1347,94.99
5400,Pensioner,Married,8,0.1367,416.72
5400,Pensioner,Married,6,0.1114,262.43
9000,Working,Married,36,0.1379,136.31
9000,Working,Married,48,0.1379,511.14
9000,Working,Married,48,932,175.71
9000,Working,Married,36,932,159.74
15750,Commercial associate,Married,6,932,127.79
15750,Commercial associate,Married,6,0.1158,396.17
15750,Commercial associate,Married,36,963,160.48
15750,Commercial associate,Married,18,0.1126,131.46
15750,Commercial associate,Married,12,0.1316,378.23
15750,Commercial associate,Married,12,0.1253,435.07
11250,Working,Married,36,0.1253,83.67
45000,Commercial associate,Married,8,8,37.61
45000,Commercial associate,Married,18,0.1379,85.19
45000,Commercial associate,Married,21,0.1189,49.75
45000,Commercial associate,Married,18,932,255.58
45000,Commercial associate,Married,18,932,383.37
45000,Commercial associate,Married,36,0.1316,506.56
45000,Commercial associate,Married,48,963,192.57
45000,Commercial associate,Married,24,0.1189,464.3
45000,Commercial associate,Married,18,0.1221,433.1
4500,Pensioner,Married,45,0.1253,167.34
4500,Pensioner,Married,24,0.1284,470.66
4500,Pensioner,Married,15,0.1221,499.73
4500,Pensioner,Married,12,932,223.63
4500,Pensioner,Married,12,0.1411,229.34
4500,Pensioner,Married,4,0.1253,50.2
4500,Pensioner,Married,24,0.1095,49.89
4500,Pensioner,Married,24,0.1221,266.52
27000,Working,Married,36,963,154.06
15750,Pensioner,Married,21,932,319.47
15750,Pensioner,Married,18,0.1126,427.23
15750,Pensioner,Married,24,0.1114,164.02
15750,Pensioner,Married,18,0.1474,345.37
15750,Pensioner,Married,21,8,37.61
15750,Pensioner,Married,18,8,219.36
15750,Pensioner,Married,24,932,95.85
15750,Pensioner,Married,9,0.1411,171.15
11250,Working,Married,12,0.1316,506.56
11250,Working,Married,20,932,351.42
11250,Working,Married,24,0.1284,285.76
11250,Working,Married,15,0.1221,626.32
36000,Working,Married,18,0.1284,470.66
36000,Working,Married,36,0.1189,165.82
36000,Working,Married,24,8,62.68
36000,Working,Married,10,0.1284,504.27
36000,Working,Married,15,0.1158,39.62
8100,Pensioner,Married,15,0.1126,282.63
8100,Pensioner,Married,9,0.1347,407.08
8100,Pensioner,Married,24,0.1411,164.3
8100,Pensioner,Married,18,0.1537,522.7
8100,Pensioner,Married,24,0.1221,366.47
24300,Commercial associate,Married,27,0.1189,464.3
24300,Commercial associate,Married,10,0.1158,462.19
24300,Commercial associate,Married,15,963,481.42
24300,Commercial associate,Married,18,932,319.47
9450,Working,Widow,12,0.1095,261.71
9450,Working,Widow,36,8,228.76
27000,Working,Civil marriage,12,0.1442,409.16
27000,Working,Civil marriage,36,0.1505,138.77
27000,Working,Civil marriage,6,0.1158,495.21
27000,Working,Civil marriage,24,0.1632,529.71
27000,Working,Civil marriage,15,0.1126,315.49
27000,Working,Civil marriage,12,0.1221,164.91
27000,Working,Civil marriage,11,751,435.54
27000,Working,Civil marriage,18,0.1221,499.73
27000,Working,Civil marriage,36,0.1158,66.03
13500,Working,Singlenot married,9,0.1474,486.11
13500,Working,Singlenot married,30,932,293.91
13500,Working,Singlenot married,24,932,148.56
13500,Working,Singlenot married,24,0.1411,513.44
13500,Working,Singlenot married,30,0.1284,403.42
13500,Working,Singlenot married,18,768,77.98
13500,Working,Singlenot married,24,963,288.85
13500,Working,Singlenot married,12,0.1189,265.32
13500,Working,Singlenot married,24,0.1253,187.42
13500,Working,Singlenot married,48,0.1126,407.51
15750,Pensioner,Married,36,0.1126,328.64
27000,Commercial associate,Married,28,0.1253,384.87
27000,Commercial associate,Married,27,0.1095,261.71
27000,Commercial associate,Married,15,0.1253,240.96
27000,Commercial associate,Married,12,0.1347,508.84
27000,Commercial associate,Married,36,0.1505,260.19
27000,Commercial associate,Married,18,0.1095,130.86
27000,Commercial associate,Married,36,0.1357,237.78
27000,Commercial associate,Married,21,0.1253,284.47
27000,Commercial associate,Married,12,0.1126,414.08
27000,Commercial associate,Married,15,932,44.73
33750,Commercial associate,Married,18,963,320.95
33750,Commercial associate,Married,16,0.1316,405.25
33750,Commercial associate,Married,20,0.1158,495.21
33750,Commercial associate,Married,36,0.1126,492.95
33750,Commercial associate,Married,15,0.1284,268.95
33750,Commercial associate,Married,24,768,155.96
20250,Working,Married,12,0.1422,514.27
20250,Working,Married,21,0.1505,260.19
25650,Commercial associate,Married,36,963,208.62
25650,Commercial associate,Married,15,0.1189,99.5
25650,Commercial associate,Married,9,932,95.85
25650,Commercial associate,Married,36,0.1505,312.23
25650,Commercial associate,Married,24,0.1316,506.56
25650,Commercial associate,Married,30,0.1158,82.54
25650,Commercial associate,Married,11,963,192.57
13500,Commercial associate,Married,24,963,96.29
13500,Commercial associate,Married,48,963,320.95
12600,Working,Married,10,0.1253,127.18
12600,Working,Married,6,0.1158,264.11
12600,Working,Married,24,768,187.15
6750,Working,Separated,24,0.1347,162.83
6750,Working,Separated,18,0.1411,273.84
22500,Commercial associate,Singlenot married,48,0.1253,502
22500,Commercial associate,Singlenot married,9,0.1189,296.82
27000,Working,Married,12,932,159.74
27000,Working,Married,24,0.1474,518.06
13500,Pensioner,Married,12,0.1442,515.74
13500,Pensioner,Married,18,0.1189,397.97
12150,Commercial associate,Singlenot married,48,0.1379,170.38
12150,Commercial associate,Singlenot married,30,8,58.76
12150,Commercial associate,Singlenot married,12,0.1347,339.23
9000,Working,Married,24,0.1316,405.25
9000,Working,Married,9,0.1505,520.37
9000,Working,Married,9,0.1442,343.83
9000,Working,Married,12,0.1126,328.64
9000,Working,Married,12,0.1158,138.66
9000,Working,Married,30,963,288.85
9000,Working,Married,9,0.1221,499.73
9000,Working,Married,6,932,255.58
9000,Working,Married,60,0.1505,346.92
9000,Working,Married,24,0.1316,506.56
9000,Working,Married,12,0.1189,169.14
15750,Working,Married,10,0.1253,281.12
15750,Working,Married,24,8,100.28
15750,Working,Married,4,0.1411,342.29
15750,Working,Married,15,0.1379,190.83
15750,Working,Married,48,0.1189,397.97
15750,Working,Married,24,932,319.47
15750,Working,Married,12,0.1095,245.36
15750,Working,Married,18,0.1474,155.42
15750,Working,Married,24,963,481.42
15750,Working,Married,18,0.1379,511.14
13500,Working,Married,36,0.1221,53.31
13500,Working,Married,24,0.1095,490.71
13500,Working,Married,36,0.1442,515.74
13500,Working,Married,12,0.1411,410.75
13500,Working,Married,24,0.1474,34.54
13500,Working,Married,30,0.1221,333.15
9900,State servant,Married,9,0.1221,119.94
9900,State servant,Married,28,932,134.18
9900,State servant,Married,24,963,176.52
9900,State servant,Married,6,0.1158,82.54
9900,State servant,Married,21,0.1221,299.84
9900,State servant,Married,15,963,320.95
9900,State servant,Married,24,0.1189,276.92
29250,Working,Civil marriage,6,0.1379,204.46
29250,Working,Civil marriage,30,0.1284,152.97
13500,Working,Civil marriage,27,0.1158,330.14
13500,Working,Civil marriage,15,0.1379,255.57
13500,Working,Civil marriage,42,0.1126,328.64
31500,Pensioner,Married,11,0.1347,169.62
31500,Pensioner,Married,15,963,224.66
31500,Pensioner,Married,24,0.1347,508.84
31500,Pensioner,Married,24,0.1347,441
31500,Pensioner,Married,60,0.1442,206.3
31500,Pensioner,Married,30,0.1379,136.31
31500,Pensioner,Married,24,0.1379,54.53
31500,Pensioner,Married,6,932,383.37
31500,Pensioner,Married,18,0.1253,502
31500,Pensioner,Married,24,0.1537,522.7
3330,Pensioner,Married,15,0.1189,497.46
3330,Pensioner,Married,30,0.1316,202.63
69750,Commercial associate,Separated,48,0.1095,490.71
69750,Commercial associate,Separated,21,0.1411,222.49
13500,Commercial associate,Married,36,8,180.19
13500,Commercial associate,Married,24,0.1411,171.15
13500,Commercial associate,Married,15,963,481.42
20250,Commercial associate,Married,42,932,319.47
20250,Commercial associate,Married,13,0.1221,199.89
20250,Commercial associate,Married,24,0.1221,466.41
20250,Commercial associate,Married,24,0.1126,345.07
20250,Commercial associate,Married,12,0.1442,82.52
13500,Working,Singlenot married,15,0.1158,495.21
13500,Working,Singlenot married,18,8,115.95
11250,Working,Married,36,0.1158,495.21
11250,Working,Married,12,0.1126,276.06
11250,Working,Married,12,0.1347,191.67
11250,Working,Married,30,0.1632,176.57
20250,Working,Widow,12,0.1218,166.5
20250,Working,Widow,45,0.1505,520.37
20250,Working,Widow,45,0.1379,272.61
20250,Working,Widow,6,963,481.42
20250,Working,Widow,48,0.1189,497.46
19800,Pensioner,Married,12,0.1189,497.46
67500,Commercial associate,Married,42,963,481.42
67500,Commercial associate,Married,24,0.1158,495.21
67500,Commercial associate,Married,36,0.1474,487.84
67500,Commercial associate,Married,24,932,191.69
67500,Commercial associate,Married,36,932,319.47
67500,Commercial associate,Married,12,0.1316,405.25
67500,Commercial associate,Married,30,0.1632,529.71
67500,Commercial associate,Married,12,0.1411,342.29
10125,Pensioner,Widow,48,932,127.79
10125,Pensioner,Widow,12,0.1347,508.84
10125,Pensioner,Widow,24,0.1347,169.62
10125,Pensioner,Widow,15,0.1253,234.27
10125,Pensioner,Widow,24,0.1537,261.35
10125,Pensioner,Widow,24,0.1095,163.57
10125,Pensioner,Widow,30,0.1253,301.2
16650,Working,Married,24,0.1442,257.87
16650,Working,Married,24,0.1284,168.09
16650,Working,Married,9,0.1158,495.21
16650,Working,Married,6,768,62.39
16650,Working,Married,10,963,192.57
16650,Working,Married,12,0.1411,246.45
16650,Working,Married,10,0.1411,290.95
16650,Working,Married,6,0.1189,497.46
16650,Working,Married,6,963,320.95
16650,Working,Married,12,963,231.08
16650,Working,Married,7,8,188.02
29250,Working,Married,60,0.1221,79.96
29250,Working,Married,18,0.1568,227.51
29250,Working,Married,24,0.1474,207.23
11250,Commercial associate,Married,18,0.1347,81.42
9000,Pensioner,Married,12,0.1505,138.77
9000,Pensioner,Married,12,0.1663,354.7
9000,Pensioner,Married,45,0.16,263.68
9000,Pensioner,Married,48,0.1316,506.56
9000,Pensioner,Married,18,0.1379,408.91
9000,Pensioner,Married,10,0.1189,497.46
9000,Pensioner,Married,9,0.1442,154.73
9000,Pensioner,Married,30,0.1347,271.39
67500,Working,Married,12,8,206.82
67500,Working,Married,18,0.1253,267.74
67500,Working,Married,30,768,155.96
5400,Pensioner,Separated,48,0.1284,504.27
9000,Working,Married,11,0.1316,195.87
9000,Working,Married,36,932,134.18
9000,Working,Married,6,0.1095,327.14
9000,Working,Married,11,0.1442,338
9000,Working,Married,12,0.1158,495.21
5850,Pensioner,Married,24,0.1126,295.77
5850,Pensioner,Married,27,0.1568,525.03
5850,Pensioner,Married,12,963,481.42
18000,Commercial associate,Singlenot married,18,0.1284,242.05
18000,Commercial associate,Singlenot married,36,0.16,281.26
18000,Commercial associate,Singlenot married,6,0.1442,515.74
18000,Commercial associate,Singlenot married,12,0.1411,273.84
11250,Commercial associate,Married,36,0.1095,490.71
11250,Commercial associate,Married,18,0.1568,310.64
11250,Commercial associate,Married,36,0.1158,198.09
11250,Commercial associate,Married,9,0.1347,508.84
11250,Commercial associate,Married,15,0.1695,534.41
22500,State servant,Singlenot married,36,0.1442,515.74
22500,Working,Separated,48,0.1253,368.13
22500,Working,Separated,24,963,288.85
22500,Working,Separated,27,0.1347,508.84
22500,Working,Separated,12,0.1537,146.36
67500,Commercial associate,Civil marriage,12,0.1379,170.38
67500,Commercial associate,Civil marriage,36,932,319.47
67500,Commercial associate,Civil marriage,36,0.1347,203.54
67500,Commercial associate,Civil marriage,36,0.1411,342.29
67500,Commercial associate,Civil marriage,7,0.1095,163.57
67500,Commercial associate,Civil marriage,8,0.1537,522.7
67500,Commercial associate,Civil marriage,42,8,206.04
67500,Commercial associate,Civil marriage,36,0.1126,492.95
67500,Commercial associate,Civil marriage,12,0.1726,500.98
17100,Pensioner,Civil marriage,42,0.1253,100.4
22500,Working,Married,11,0.1411,513.44
22500,Working,Married,54,0.1505,346.92
22500,Working,Married,30,0.1442,343.83
22500,Working,Married,24,0.1379,340.76
22500,Working,Married,15,8,56.41
22500,State servant,Married,18,963,231.08
22500,State servant,Married,24,0.1253,401.6
22500,State servant,Married,10,8,219.36
22500,State servant,Married,12,0.1253,301.2
22500,State servant,Married,18,0.1189,596.96
22500,State servant,Married,36,0.1347,644.53
31050,Working,Singlenot married,18,963,192.57
31050,Working,Singlenot married,12,0.1189,497.46
31050,Working,Singlenot married,12,0.1537,348.47
31050,Working,Singlenot married,12,0.1253,602.4
31050,Working,Singlenot married,12,0.1189,497.46
31050,Working,Singlenot married,24,0.1316,354.59
31050,Working,Singlenot married,12,768,155.96
31050,Working,Singlenot married,54,0.1411,205.38
31050,Working,Singlenot married,12,8,125.35
31050,Working,Singlenot married,18,0.1221,99.95
11250,Working,Civil marriage,36,0.1316,168.86
11250,Working,Civil marriage,20,0.1316,405.25
22500,Working,Civil marriage,24,0.1189,39.8
22500,Working,Civil marriage,36,0.1442,687.66
22500,Working,Civil marriage,6,0.16,210.95
6750,Commercial associate,Married,9,8,141.02
6750,Commercial associate,Married,12,0.1316,472.79
6750,Commercial associate,Married,24,0.1442,371.34
13500,Pensioner,Married,18,0.1568,665.03
13500,Pensioner,Married,12,963,417.23
13500,Pensioner,Married,24,0.1253,334.67
13500,Pensioner,Married,14,0.1221,333.15
13500,Pensioner,Married,6,0.1411,154.03
13500,Pensioner,Married,15,0.1632,565.02
13500,Pensioner,Married,18,0.1347,203.54
13500,Pensioner,Married,36,0.1695,285.02
13500,Pensioner,Married,12,0.1284,100.86
13500,Pensioner,Married,48,0.1379,477.06
13500,Pensioner,Married,42,0.1284,302.57
13500,Pensioner,Married,10,0.1442,550.13
13500,Pensioner,Married,33,0.1474,328.1
13500,Pensioner,Married,12,0.1853,706.5
13500,Pensioner,Married,21,0.1189,49.75
13500,Pensioner,Married,24,0.1221,359.81
13500,Pensioner,Married,12,0.1253,836.66
15750,Working,Married,10,963,385.14
15750,Working,Married,18,0.1221,133.26
15750,Working,Married,12,0.1316,185.74
15750,Working,Married,12,0.1474,248.67
15750,Working,Married,12,963,577.7
15750,Working,Married,12,0.1347,508.84
13500,Working,Singlenot married,12,0.1695,171.01
13500,Working,Singlenot married,48,0.1442,481.36
13500,Working,Singlenot married,36,0.1347,169.62
27000,Working,Married,15,0.1316,236.4
27000,Working,Married,18,0.1284,403.42
27000,Working,Married,60,0.1253,267.73
27000,Working,Married,12,0.1537,278.77
27000,Working,Married,27,0.1379,477.06
11025,Working,Singlenot married,12,0.1568,525.03
11025,Working,Singlenot married,15,737,111.77
11025,Working,Singlenot married,12,0.1379,340.76
11025,Working,Singlenot married,6,0.1379,511.14
11025,Working,Singlenot married,36,0.1284,705.98
11025,Working,Singlenot married,27,963,481.42
11025,Working,Singlenot married,18,0.1189,431.14
11025,Working,Singlenot married,21,0.1379,286.24
11025,Working,Singlenot married,48,932,223.63
15750,Working,Married,6,0.1348,678.49
13500,Pensioner,Married,12,963,77.03
13500,Pensioner,Married,36,0.1474,690.74
13500,Pensioner,Married,18,932,319.47
18000,Commercial associate,Married,6,0.1284,228.61
18000,Commercial associate,Married,10,0.1505,277.53
18000,Commercial associate,Married,36,0.1284,840.45
18000,Commercial associate,Married,24,963,192.57
18000,Commercial associate,Married,24,0.16,351.58
18000,Commercial associate,Married,12,0.1695,160.33
9000,Working,Singlenot married,9,8,112.81
9000,Working,Singlenot married,12,0.1316,303.94
9000,Working,Singlenot married,24,8,125.35
9000,Working,Singlenot married,6,0.1189,90.38
9000,Working,Singlenot married,24,0.1284,168.09
47250,Commercial associate,Married,18,0.1568,525.03
27000,Working,Married,15,963,320.95
27000,Working,Married,10,0.1189,497.46
27000,Working,Married,36,0.1568,422
27000,Working,Married,6,0.1392,382.34
27000,Working,Married,18,737,108.66
27000,Working,Married,11,963,115.54
27000,Working,Married,24,0.1379,340.76
27000,Working,Married,24,0.1347,135.7
27000,Working,Married,15,0.1253,381.52
27000,Working,Married,12,0.1442,515.74
27000,Working,Married,24,0.1442,515.74
27000,Working,Married,8,963,481.42
27000,Working,Married,21,0.1537,69.7
27000,Working,Married,30,0.1379,511.14
27000,Working,Married,12,0.1253,200.8
27000,Working,Married,6,0.1347,183.19
27000,Working,Married,12,0.1411,219.07
27000,Working,Married,21,0.1568,525.03
9000,State servant,Married,36,0.1253,150.6
9000,State servant,Married,36,0.16,527.36
9000,State servant,Married,21,963,160.48
9000,State servant,Married,24,0.1505,520.37
9000,State servant,Married,18,0.1284,151.29
9000,State servant,Married,15,0.1442,279.36
9000,State servant,Married,9,0.1537,174.24
9000,State servant,Married,16,963,192.57
9000,State servant,Married,12,8,219.36
9000,State servant,Married,18,8,313.37
27000,Working,Married,24,0.1442,206.3
27000,Working,Married,48,0.1411,205.38
27000,Working,Married,27,963,320.95
27000,Working,Married,6,0.1695,178.14
27000,Working,Married,45,0.1347,407.08
11250,Working,Civil marriage,9,963,385.14
31500,Working,Civil marriage,6,0.1531,487.42
6750,Working,Married,12,963,192.57
